source,target,producer_overlap,same_branch,historical_share_corr,lag1_directed_corr,combined_strength,combined_signed
26233,26220,0.0,0.0,-0.8032189672835561,-0.3297487428232398,0.24096569018506683,-0.04315384151296867
26220,26233,0.0,0.0,-0.8032189672835561,0.2101662905317881,0.24096569018506683,-0.03631223452369991
26257,7586,0.0,1.0,-0.13565767147701652,-0.31915763384486634,0.24069730144310497,-0.039490374789226464
7586,26257,0.0,1.0,-0.13565767147701652,0.1955112325581117,0.24069730144310497,-0.05206098063940128
26228,26259,0.0,1.0,0.13560572335421622,-0.06019557971809766,0.24068171700626487,0.05487336803260405
26259,26228,0.0,1.0,0.13560572335421622,0.46132403039172265,0.24068171700626487,0.050799543255080876
26214,26220,0.0,0.0,-0.8018643942744126,-0.36394049252342325,0.24055931828232377,-0.05735071557786108
26220,26214,0.0,0.0,-0.8018643942744126,0.18323072787510175,0.24055931828232377,-0.03625099646186249
16197,26310,0.0,0.0,-0.8008167744060313,-0.35415109079343443,0.24024503232180938,-0.047395607339015544
26310,16197,0.0,0.0,-0.8008167744060313,0.24291018745879217,0.24024503232180938,-0.03723736421781854
26256,16210,0.2974819267129616,0.0,0.304900506382471,0.10845935252563768,0.24021111527122208,0.03461401784948839
16210,26256,0.2974819267129616,0.0,0.304900506382471,-0.38482914961743875,0.24021111527122208,0.04512163067404937
7516Д,7587,0.0,1.0,-0.13162413427891997,0.27055486206653495,0.23948724028367602,-0.04850903851073923
7587,7516Д,0.0,1.0,-0.13162413427891997,-0.06656279115384774,0.23948724028367602,-0.05624976834889975
26249,26220,0.0,0.0,0.7981083771527876,0.0904953538986885,0.23943251314583627,0.05582454538629809
26220,26249,0.0,0.0,0.7981083771527876,0.1366515878506672,0.23943251314583627,0.036081192983420315
26257,16241,0.0,1.0,0.13093442715084497,0.01305144797457336,0.2392803281452535,0.03925789687500395
16241,26257,0.0,1.0,0.13093442715084497,-0.16883772059940585,0.2392803281452535,0.04767294271320765
26228,16228,0.0,1.0,0.12571642725177293,0.11205346078121249,0.2377149281755319,0.054196965614469426
16228,26228,0.0,1.0,0.12571642725177293,-0.5840066893887119,0.2377149281755319,0.031612033266568314
15150,7965,0.0,1.0,-0.12132530876762945,0.23341319748063555,0.23639759263028884,-0.03967453831561154
7965,15150,0.0,1.0,-0.12132530876762945,-0.01810643255755235,0.23639759263028884,-0.04351039266694943
16197,26218,0.0,0.0,0.7819905643096879,0.04917342144157704,0.23459716929290636,0.046281395337063026
26218,16197,0.0,0.0,0.7819905643096879,-0.19936550292813043,0.23459716929290636,0.03891688227799405
26214,16181,0.10148819889304855,0.0,0.6114690288701147,0.05799390793800044,0.23418480810755868,0.05583099594034498
16181,26214,0.10148819889304855,0.0,0.6114690288701147,0.04005034599232289,0.23418480810755868,0.047488408568237384
26257,26293,0.0,0.0,-0.7759268224621845,-0.8842904731634449,0.23277804673865532,-0.0381910900259364
26293,26257,0.0,0.0,-0.7759268224621845,0.19020067357657675,0.23277804673865532,-0.03885241755817879
7586,26259,0.13976369366018795,0.0,0.5424164531671881,-0.3352291322738053,0.23260678278025043,0.05031106349058295
26259,7586,0.13976369366018795,0.0,0.5424164531671881,0.5161720386243024,0.23260678278025043,0.049095205361871994
7579,16181,0.0,1.0,0.10299697306257417,-0.5764582407787392,0.23089909191877225,0.05788098460752273
16181,7579,0.0,1.0,0.10299697306257417,0.16523257032775007,0.23089909191877225,0.046822125242374946
26293,15150Д,0.0,0.0,0.768569687454653,0.04102536659320638,0.2305709062363959,0.03848402910572465
15150Д,26293,0.0,0.0,0.768569687454653,0.4709981796399321,0.2305709062363959,0.036346735645033046
7516Д,7583А,0.0,0.0,-0.768512374169288,0.03423296836547492,0.23055371225078639,-0.04669951891015052
7583А,7516Д,0.0,0.0,-0.768512374169288,0.019561405884018244,0.23055371225078639,-0.043719817025637056
7516Д,15150,0.0,0.0,-0.7669144930339167,-0.04832165222051713,0.230074347910175,-0.04660242186551529
15150,7516Д,0.0,0.0,-0.7669144930339167,-0.3458607008147848,0.230074347910175,-0.03861331001740508
26310,26259,0.0,1.0,0.09988780978729336,-0.3047451328594254,0.229966342936188,0.03564419370921252
26259,26310,0.0,1.0,0.09988780978729336,-0.30643968317609677,0.229966342936188,0.048537900304639926
